customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,clt_categories,predicted_income,final_income
3508.569533,20978,98,19,96,1,1,1176.2788,Very Low,56005.0,20978.0
8427.172486,46503,215,4,21,1,1,1032.0,Very Low,23671.0,46503.0
4553.809528,61064,113,32,77,0,1,539.774172,Very Low,22244.0,61064.0
4318.433036,17572,110,0,35,0,1,639.769748,Very Low,34865.0,17572.0
14091.19449,99823,116,2,64,0,2,250.183388,Very Low,24882.0,99823.0
8693.631249,17453,118,12,70,1,9,566.4,Very Low,24285.0,17453.0
6661.181553,55663,166,19,63,0,1,194.739777,Very Low,40864.0,55663.0
2654.380994,73196,66,0,93,1,1,85.809817,Very Low,25915.0,73196.0
4428.031583,58577,110,6,62,0,1,303.872752,Very Low,96306.0,58577.0
5738.277584,88055,71,11,37,0,6,337.727542,Very Low,36529.0,88055.0
5815.049178,0,80,17,96,0,5,384.0,Very Low,33832.0,33832.0
4425.905071,80892,110,15,76,0,1,528.0,Very Low,32314.0,80892.0
2574.020376,34990,65,23,73,0,1,42.689135,Very Low,49311.0,34990.0
2832.513487,37124,72,4,17,0,1,430.518791,Very Low,71126.0,37124.0
4876.315707,22236,62,3,45,0,4,409.425049,Very Low,53997.0,22236.0
5181.620895,97131,64,5,80,0,6,307.2,Very Low,41402.0,97131.0
5947.215835,67760,74,19,19,0,3,465.278453,Very Low,40113.0,67760.0
2563.863345,0,69,13,74,0,1,97.691104,Very Low,25147.0,25147.0
15144.40954,0,62,6,44,1,2,307.649586,Very Low,37934.0,37934.0
5558.304507,37473,70,0,92,0,3,336.0,Very Low,25049.0,37473.0
8109.364607,32314,68,17,77,0,2,326.4,Very Low,29723.0,32314.0
15638.57599,49214,102,0,82,3,2,371.322406,Very Low,21841.0,49214.0
8334.317162,49851,69,27,85,1,2,331.2,Very Low,31796.0,49851.0
10418.31143,27951,91,32,4,0,2,436.8,Very Low,48567.0,27951.0
6846.150323,0,95,13,20,0,5,456.0,Very Low,79487.0,79487.0
9403.875138,56410,117,13,73,0,3,523.99823,Very Low,79751.0,56410.0
16985.49688,22497,212,15,71,0,7,1017.6,Very Low,21020.0,22497.0
21101.21422,61347,106,27,66,0,2,604.237801,Low,35143.0,61347.0
2914.955295,37803,74,26,51,0,1,355.2,Very Low,38893.0,37803.0
8593.866533,91276,105,14,4,0,4,504.0,Very Low,26435.0,91276.0
6861.745956,30816,87,10,43,0,4,237.57033,Very Low,32961.0,30816.0
2680.900678,41968,67,11,96,0,1,183.207703,Very Low,30090.0,41968.0
15797.98978,35754,199,21,54,0,3,612.973779,Very Low,22705.0,35754.0
2863.312165,36706,71,4,45,0,1,435.606086,Very Low,21861.0,36706.0
30061.69259,48258,249,12,86,0,2,1195.2,Low,60087.0,48258.0
10682.7619,52965,134,6,77,3,4,83.815183,Very Low,25125.0,52965.0
2746.90319,0,84,25,44,0,1,604.8,Very Low,25859.0,25859.0
2388.949198,0,65,8,5,0,1,455.644704,Very Low,26245.0,26245.0
13776.74135,62634,116,10,89,0,2,122.017931,Very Low,28432.0,62634.0
17263.64048,96917,61,24,2,0,2,71.942176,Very Low,23504.0,96917.0
4669.22664,76157,116,15,80,0,1,556.8,Very Low,35322.0,76157.0
4673.196379,53219,117,24,36,0,1,561.6,Very Low,43671.0,53219.0
4347.591949,81412,109,1,29,0,1,344.294164,Very Low,22679.0,81412.0
33873.18123,59744,105,1,79,0,2,476.486416,Low,23566.0,59744.0
9100.787395,38898,117,26,68,0,3,561.6,Very Low,28327.0,38898.0
6358.251692,0,94,19,98,2,4,17.938979,Very Low,31756.0,31756.0
2628.468543,99961,66,6,54,2,1,316.8,Very Low,22784.0,99961.0
7193.101159,30886,91,7,53,0,4,103.424766,Very Low,38684.0,30886.0
5039.869278,35984,128,7,68,3,1,275.577631,Very Low,25285.0,35984.0
3962.825542,0,125,27,97,4,1,539.5622,Very Low,22268.0,22268.0
6425.709981,0,181,13,16,0,1,1303.2,Very Low,29881.0,29881.0
15672.69696,0,139,4,35,0,2,667.2,Very Low,26448.0,26448.0
3237.996209,60244,83,3,72,3,1,326.281835,Very Low,39621.0,60244.0
12992.27561,0,72,8,61,0,2,518.4,Very Low,24636.0,24636.0
22217.96796,37553,187,34,7,0,2,897.6,Low,11885.0,37553.0
4931.258363,0,73,24,47,0,3,525.6,Very Low,29444.0,29444.0
4330.38602,60475,107,9,18,0,1,513.6,Very Low,19019.0,60475.0
8296.176276,0,111,3,59,0,9,672.91665,Very Low,20046.0,20046.0
8334.359986,0,136,7,61,2,3,979.2,Very Low,92766.0,92766.0
5348.071007,25545,69,19,49,0,9,331.2,Very Low,20068.0,25545.0
2398.740007,24182,66,12,32,0,1,316.8,Very Low,23692.0,24182.0
6622.05254,80979,84,32,27,2,3,25.961213,Very Low,12902.0,80979.0
4155.946211,0,62,8,20,0,7,446.4,Very Low,63933.0,63933.0
8430.059143,0,74,20,3,0,2,47.502366,Very Low,73168.0,73168.0
2545.518369,29250,64,27,30,0,1,308.240792,Very Low,18263.0,29250.0
5004.583872,33566,63,25,56,1,4,205.043307,Very Low,50985.0,33566.0
2899.702858,65247,72,14,55,0,1,381.238176,Very Low,57693.0,65247.0
6767.806751,39650,86,18,8,0,6,922.335972,Very Low,25275.0,39650.0
3123.080994,0,101,1,83,4,1,960.115399,Very Low,58776.0,58776.0
8184.691323,82680,68,8,86,0,2,326.4,Very Low,25398.0,82680.0
7636.279594,0,111,30,86,0,3,799.2,Very Low,23202.0,23202.0
9227.567263,0,129,15,42,0,3,619.2,Very Low,22361.0,22361.0
7587.337272,0,69,17,60,0,2,460.741097,Very Low,26906.0,26906.0
2191.133237,0,61,9,16,1,1,439.2,Very Low,59292.0,59292.0
5004.135361,86834,64,2,93,0,8,0.099007,Very Low,10337.0,86834.0
4794.931261,46143,122,15,85,0,1,223.028356,Very Low,10621.0,46143.0
26730.06042,21275,240,3,58,0,2,1152.0,Low,16711.0,21275.0
4260.765808,47746,106,9,4,0,1,246.696768,Very Low,28898.0,47746.0
15477.27854,51675,196,11,86,0,5,940.8,Very Low,16181.0,51675.0
5126.836814,85522,64,1,56,0,3,165.002742,Very Low,52278.0,85522.0
4068.092649,0,63,3,35,4,4,753.22565,Very Low,16711.0,16711.0
17712.20524,0,84,17,5,0,2,633.294203,Very Low,20920.0,20920.0
9775.816061,55632,123,35,98,0,7,478.609999,Very Low,34847.0,55632.0
20534.39224,0,93,24,25,0,2,669.6,Low,30242.0,30242.0
5800.188903,0,78,32,37,0,5,374.4,Very Low,12459.0,12459.0
3319.620511,69152,89,8,83,4,1,221.359492,Very Low,42056.0,69152.0
6529.431827,13476,67,3,30,2,2,433.588181,Very Low,13093.0,13476.0
7602.663689,0,105,2,84,0,5,914.538629,Very Low,29160.0,29160.0
2839.808041,33252,71,20,4,0,1,407.668083,Very Low,21616.0,33252.0
3288.209809,0,102,16,1,1,1,734.4,Very Low,32365.0,32365.0
15031.5645,59456,189,11,7,0,8,907.2,Very Low,11896.0,59456.0
5055.902381,88989,63,19,28,1,3,232.745161,Very Low,58149.0,88989.0
8012.917253,0,107,17,39,0,5,513.6,Very Low,11417.0,11417.0
8300.70769,17034,113,11,40,0,6,542.4,Very Low,69704.0,17034.0
2516.103555,88435,62,16,61,0,1,136.263492,Very Low,20101.0,88435.0
2749.407985,71445,70,6,95,2,1,336.0,Very Low,24383.0,71445.0
8071.334962,72149,101,18,43,0,6,69.310166,Very Low,22139.0,72149.0
2867.312197,23376,78,19,18,0,1,374.4,Very Low,23666.0,23376.0
7285.030983,44788,61,6,48,0,2,386.031248,Very Low,11828.0,44788.0
4118.588554,69379,103,14,79,0,1,494.4,Very Low,73168.0,69379.0
5293.368089,38521,134,15,71,0,1,557.184015,Very Low,27722.0,38521.0
13265.96256,34482,67,4,6,0,2,83.830109,Very Low,19683.0,34482.0
2369.439009,0,68,35,35,0,1,487.345606,Very Low,35693.0,35693.0
9816.528302,37256,62,15,7,0,2,128.969729,Very Low,24123.0,37256.0
21914.40548,77311,181,18,36,0,2,113.609508,Low,71943.0,77311.0
5143.88351,39268,66,30,96,1,9,188.870427,Very Low,71210.0,39268.0
3136.698216,59644,79,15,94,0,1,379.2,Very Low,27880.0,59644.0
7713.819259,0,68,2,33,0,2,326.4,Very Low,36650.0,36650.0
2867.312197,23376,78,19,18,0,1,374.4,Very Low,26463.0,23376.0
11516.40557,50854,73,15,72,0,2,101.489422,Very Low,31986.0,50854.0
15025.19126,35158,76,14,27,0,2,165.958605,Very Low,37675.0,35158.0
4013.849907,15413,106,4,67,0,1,508.8,Very Low,32653.0,15413.0
3288.825448,17860,99,16,0,2,1,656.122925,Very Low,41396.0,17860.0
13736.1325,16181,181,22,79,0,8,1261.319869,Very Low,53351.0,16181.0
3890.87081,91182,96,8,90,0,1,249.140907,Very Low,26890.0,91182.0
5701.277221,41154,72,6,7,1,8,345.6,Very Low,40870.0,41154.0
2590.214327,18746,68,21,93,0,1,326.4,Very Low,48927.0,18746.0
3223.331519,70277,80,23,4,0,1,84.818806,Very Low,29133.0,70277.0
4912.025292,0,66,23,38,0,4,668.158687,Very Low,32808.0,32808.0
6532.010543,24919,84,21,2,1,5,420.420755,Very Low,50843.0,24919.0
8012.124825,0,79,22,82,0,2,335.234102,Very Low,32931.0,32931.0
3731.504584,0,96,31,34,0,1,460.8,Very Low,58842.0,58842.0
2702.380487,46370,68,28,86,1,1,326.4,Very Low,37384.0,46370.0
23207.24981,89918,115,14,42,0,2,423.116739,Low,64801.0,89918.0
3347.028677,37138,85,4,13,0,1,612.0,Very Low,44817.0,37138.0
8382.630118,19683,117,17,41,1,9,561.6,Very Low,25236.0,19683.0
11793.12528,32214,100,5,6,0,2,296.560998,Very Low,52583.0,32214.0
2965.71995,26472,74,22,31,0,1,355.2,Very Low,24695.0,26472.0
5646.323845,39841,72,9,40,0,5,440.128707,Very Low,26023.0,39841.0
2452.491364,51085,62,4,58,1,1,406.902001,Very Low,28666.0,51085.0
5953.213546,61006,74,6,99,0,9,73.919629,Very Low,21004.0,61006.0
12883.81001,34148,109,27,30,0,2,451.566751,Very Low,32390.0,34148.0
2471.528431,95697,61,16,55,0,1,114.273025,Very Low,22907.0,95697.0
2927.07045,75685,73,35,47,0,1,369.918482,Very Low,18263.0,75685.0
8400.788878,20870,72,20,90,0,2,345.6,Very Low,26313.0,20870.0
2729.126448,66900,68,15,20,0,1,326.4,Very Low,57452.0,66900.0
7643.068919,0,106,22,51,1,8,508.8,Very Low,23376.0,23376.0
2493.591571,37043,68,25,89,3,1,30.984936,Very Low,20455.0,37043.0
4170.572119,42837,106,15,39,0,1,290.580543,Very Low,24417.0,42837.0
4908.207958,33305,62,3,12,0,5,353.77899,Very Low,24395.0,33305.0
3891.583881,0,103,8,35,0,1,558.281543,Very Low,29305.0,29305.0
2682.423898,24823,69,23,66,0,1,229.279059,Very Low,30584.0,24823.0
10003.24729,98192,84,2,64,1,2,403.2,Very Low,88340.0,98192.0
13094.60875,88249,108,9,71,0,2,244.803741,Very Low,38460.0,88249.0
5719.785738,54585,71,33,39,1,3,340.8,Very Low,22276.0,54585.0
9393.968332,39770,117,11,37,0,3,561.6,Very Low,39837.0,39770.0
3433.82408,85367,85,27,20,0,1,67.975243,Very Low,49414.0,85367.0
4932.878744,74809,61,7,35,0,3,283.787384,Very Low,31134.0,74809.0
13610.10746,50144,114,0,35,0,2,786.934186,Very Low,20545.0,50144.0
2913.323811,20075,79,7,2,1,1,483.731784,Very Low,22724.0,20075.0
5111.304579,76448,63,9,13,0,3,302.4,Very Low,17920.0,76448.0
4540.381153,59556,113,11,86,0,1,681.505066,Very Low,21988.0,59556.0
5598.273622,14174,72,1,62,0,8,345.6,Very Low,23059.0,14174.0
9638.066778,35230,61,27,2,1,2,16.214764,Very Low,44162.0,35230.0
9801.287358,0,91,33,38,0,2,436.8,Very Low,45257.0,45257.0
5504.139033,0,73,18,45,0,5,350.4,Very Low,28354.0,28354.0
8447.801005,0,114,2,45,0,7,547.2,Very Low,44705.0,44705.0
19927.63513,51352,66,21,87,3,2,95.661376,Low,40658.0,51352.0
5815.261714,76675,72,5,38,0,9,141.718568,Very Low,20090.0,76675.0
18690.34066,0,68,6,94,0,2,326.4,Low,20181.0,20181.0
7224.235434,0,72,27,21,2,2,297.419028,Very Low,33282.0,33282.0
8595.982289,94242,71,35,7,1,2,41.229484,Very Low,20009.0,94242.0
12362.08766,0,113,4,92,0,2,217.92632,Very Low,22093.0,22093.0
4916.303715,71153,122,1,94,0,1,209.019238,Very Low,19637.0,71153.0
8935.274872,63326,225,5,99,0,1,1080.0,Very Low,94903.0,63326.0
5433.214031,29629,71,21,51,4,5,228.443418,Very Low,25358.0,29629.0
4847.24253,0,69,0,32,0,7,599.152722,Very Low,30228.0,30228.0
5714.165863,23726,74,1,83,0,9,355.2,Very Low,22044.0,23726.0
10097.68732,48999,86,6,65,3,2,412.8,Very Low,32312.0,48999.0
4726.869327,13037,124,28,49,0,1,839.348464,Very Low,41402.0,13037.0
7079.790277,24245,63,0,22,0,2,302.4,Very Low,20978.0,24245.0
5395.434909,44047,137,12,38,0,1,969.232217,Very Low,57709.0,44047.0
9452.996411,91942,117,34,61,0,3,561.6,Very Low,26802.0,91942.0
5284.312599,37640,67,25,74,0,4,174.046849,Very Low,26448.0,37640.0
20215.3918,77058,63,16,42,0,2,119.331041,Low,36537.0,77058.0
2510.054168,0,73,29,38,0,1,525.6,Very Low,29875.0,29875.0
19884.91592,63755,62,28,40,0,2,291.860708,Low,28727.0,63755.0
4014.453113,37384,99,9,17,0,1,475.2,Very Low,50406.0,37384.0
2540.689797,42557,65,4,35,0,1,57.562324,Very Low,41832.0,42557.0
27382.81893,45473,76,10,29,0,2,188.938397,Low,32818.0,45473.0
4875.31604,10743,70,12,64,2,8,336.0,Very Low,69442.0,10743.0
12324.2654,0,113,5,90,0,2,813.6,Very Low,39101.0,39101.0
2280.386988,0,61,16,29,0,1,283.881697,Very Low,24414.0,24414.0
4165.994433,0,64,27,32,3,5,575.890362,Very Low,17658.0,17658.0
4974.801539,75644,65,5,68,3,9,467.803638,Very Low,21440.0,75644.0
2404.917967,63455,61,26,71,0,1,287.654819,Very Low,20009.0,63455.0
3032.816016,73782,76,11,97,0,1,111.622054,Very Low,82664.0,73782.0
2891.272351,80590,71,4,19,0,1,134.158389,Very Low,51737.0,80590.0
15261.41386,59797,127,4,50,0,2,609.6,Very Low,61063.0,59797.0
5015.009472,48567,130,12,15,0,1,624.0,Very Low,61225.0,48567.0
5325.394799,62470,66,34,84,0,4,243.766542,Very Low,64459.0,62470.0
5291.395332,57338,66,9,85,0,3,316.8,Very Low,12688.0,57338.0
16107.19004,63288,199,12,92,0,5,558.433218,Very Low,27681.0,63288.0
7605.637524,55281,192,22,68,1,1,921.6,Very Low,27778.0,55281.0
3065.365332,22985,77,4,65,0,1,458.056054,Very Low,95697.0,22985.0
6245.575806,39608,78,14,15,1,7,22.961216,Very Low,40238.0,39608.0
9406.381948,99189,117,27,27,0,3,75.302707,Very Low,37050.0,99189.0
7815.46882,0,112,27,46,0,4,574.102379,Very Low,51335.0,51335.0
9747.99401,0,92,7,89,0,2,514.360634,Very Low,21594.0,21594.0
4686.469674,58089,118,31,83,0,1,566.4,Very Low,23589.0,58089.0
8869.619888,81350,110,1,28,0,9,228.185834,Very Low,29286.0,81350.0
4741.808942,0,65,2,73,0,8,731.289267,Very Low,21326.0,21326.0
24178.68478,43704,201,29,67,0,2,1064.482165,Low,20043.0,43704.0
7951.777533,75497,100,5,72,0,3,71.773341,Very Low,22842.0,75497.0
6762.082924,40372,85,15,17,0,4,76.975713,Very Low,44784.0,40372.0
3044.78946,17489,85,31,28,0,1,587.689075,Very Low,75644.0,17489.0
5908.16294,86277,74,19,33,0,3,212.039619,Very Low,13476.0,86277.0
4574.547243,0,63,3,5,0,6,453.6,Very Low,40639.0,40639.0
8377.499751,0,74,14,38,0,2,355.2,Very Low,31134.0,31134.0
22332.43946,49078,97,10,3,0,2,484.013411,Low,41228.0,49078.0
5838.89915,81082,73,5,85,0,4,281.295903,Very Low,26811.0,81082.0
7577.065297,0,116,20,9,2,6,835.2,Very Low,27400.0,27400.0
8012.841201,40635,102,4,45,0,6,489.6,Very Low,60021.0,40635.0
9217.978125,26351,119,14,87,0,7,571.2,Very Low,60969.0,26351.0
2749.189304,0,80,15,83,0,1,824.487259,Very Low,19065.0,19065.0
3588.87609,42836,89,32,99,0,1,244.580023,Very Low,37874.0,42836.0
3954.538361,40175,102,34,78,1,1,154.721555,Very Low,14382.0,40175.0
3230.576665,62873,81,0,41,0,1,207.75186,Very Low,29958.0,62873.0
5158.648497,0,74,24,98,0,5,588.936956,Very Low,15648.0,15648.0
2776.582901,50985,71,7,31,0,1,307.68931,Very Low,35605.0,50985.0
12836.00951,0,116,6,28,0,2,835.2,Very Low,10334.0,10334.0
28421.57022,42803,245,21,56,0,2,889.288242,Low,35159.0,42803.0
2276.392936,0,69,34,13,1,1,624.980751,Very Low,32397.0,32397.0
3895.961837,35970,98,29,81,0,1,470.4,Very Low,23377.0,35970.0
4247.683347,44537,106,13,42,0,1,441.907057,Very Low,25030.0,44537.0
6005.847375,13528,86,21,35,0,3,412.8,Very Low,25370.0,13528.0
2719.506996,14030,72,11,3,0,1,345.6,Very Low,12195.0,14030.0
4185.757242,0,64,0,56,0,3,492.644465,Very Low,19013.0,19013.0
33473.34946,33190,106,18,95,0,2,508.8,Low,32169.0,33190.0
7331.508054,0,100,1,25,0,4,61.580247,Very Low,53223.0,53223.0
9320.284812,21033,118,5,22,0,8,738.975495,Very Low,22520.0,21033.0
3312.323945,26285,84,7,1,0,1,403.2,Very Low,34452.0,26285.0
5560.278162,0,74,29,52,0,8,65.953005,Very Low,40160.0,40160.0
8214.602384,73245,68,33,48,0,2,305.121363,Very Low,22571.0,73245.0
8647.139152,0,119,5,31,0,3,244.816163,Very Low,62365.0,62365.0
4446.738622,0,61,32,42,0,3,616.279356,Very Low,22220.0,22220.0
7769.841954,74365,193,11,85,0,1,926.4,Very Low,46667.0,74365.0
3911.118202,30821,97,27,59,0,1,451.319227,Very Low,59649.0,30821.0
2731.520409,69844,68,5,9,0,1,184.379697,Very Low,43334.0,69844.0
8401.788653,0,124,15,86,0,8,595.2,Very Low,28848.0,28848.0
5875.038074,55836,73,8,87,0,7,314.936185,Very Low,23032.0,55836.0
6188.379423,40352,77,31,33,0,3,406.367233,Very Low,30969.0,40352.0
4506.577736,14985,116,12,45,0,1,571.319514,Very Low,76731.0,14985.0
10548.53703,27458,131,18,62,1,3,730.373515,Very Low,25820.0,27458.0
35203.57475,56343,295,11,69,0,2,1612.962321,Moderate,40376.0,56343.0
8193.750001,12780,111,17,53,2,6,225.437098,Very Low,76358.0,12780.0
5313.436344,68558,131,16,11,0,1,280.903779,Very Low,21979.0,68558.0
4379.770178,47747,111,31,76,0,1,165.588524,Very Low,54878.0,47747.0
20885.55547,16113,81,27,19,0,2,494.890996,Low,21440.0,16113.0
2771.963072,0,79,6,55,0,1,379.2,Very Low,30703.0,30703.0
5461.548993,39626,69,23,0,0,3,485.705851,Very Low,57709.0,39626.0
2570.235172,49304,65,28,48,0,1,312.0,Very Low,21604.0,49304.0
2227.072755,27972,61,7,38,0,1,292.8,Very Low,20819.0,27972.0
5394.000979,27568,68,0,62,0,3,278.689331,Very Low,33235.0,27568.0
2300.691547,25905,63,21,12,0,1,302.4,Very Low,49078.0,25905.0
25360.10404,21442,108,16,83,0,2,518.4,Low,13128.0,21442.0
4374.038985,34516,113,12,70,3,1,42.950852,Very Low,22971.0,34516.0
4953.358432,0,68,11,90,0,4,342.468248,Very Low,36631.0,36631.0
4590.811214,28354,118,33,20,0,1,320.327775,Very Low,25064.0,28354.0
5062.37379,0,72,22,58,0,5,345.6,Very Low,53607.0,53607.0
9075.768214,37722,116,8,23,0,8,158.077504,Very Low,21594.0,37722.0
8133.157212,32021,70,12,58,0,2,336.0,Very Low,14315.0,32021.0
2869.301319,13393,73,31,11,0,1,34.708194,Very Low,41878.0,13393.0
27937.75093,13624,117,4,11,0,2,561.6,Low,19614.0,13624.0
2606.186321,27800,67,9,78,0,1,321.6,Very Low,20346.0,27800.0
7764.273102,58419,191,29,6,0,1,202.468807,Very Low,24477.0,58419.0
18380.39026,50407,92,30,67,0,2,352.060768,Low,46855.0,50407.0
6102.953572,0,84,0,76,0,4,856.347474,Very Low,16794.0,16794.0
9191.672825,77603,114,10,83,0,8,547.2,Very Low,25703.0,77603.0
9581.281433,75606,119,6,97,0,7,571.2,Very Low,58842.0,75606.0
7532.262392,41458,98,6,67,0,3,191.100227,Very Low,70341.0,41458.0
2795.321353,0,74,6,61,0,1,420.765993,Very Low,19683.0,19683.0
5673.840992,0,82,13,87,0,7,445.001296,Very Low,25187.0,25187.0
15016.18511,70619,187,2,84,0,3,293.948632,Very Low,19030.0,70619.0
3087.249746,41273,77,16,19,0,1,221.226696,Very Low,51950.0,41273.0
5480.701059,46946,70,10,37,0,9,336.0,Very Low,70277.0,46946.0
7944.973807,0,113,10,97,0,9,542.4,Very Low,37937.0,37937.0
8543.247323,99180,106,15,20,0,3,33.751887,Very Low,21766.0,99180.0
5380.898636,55350,67,0,13,0,9,321.6,Very Low,34112.0,55350.0
4650.063763,28215,65,15,26,0,3,468.0,Very Low,18814.0,28215.0
36946.06393,75425,116,25,88,1,2,663.643801,Moderate,92296.0,75425.0
3314.55133,63583,83,15,8,0,1,167.39959,Very Low,55790.0,63583.0
4566.377261,0,66,27,28,0,3,475.2,Very Low,29057.0,29057.0
5597.12496,37995,139,16,50,0,1,667.2,Very Low,33409.0,37995.0
2540.551456,37125,63,29,78,0,1,290.911693,Very Low,18608.0,37125.0
2939.330187,53357,73,4,77,0,1,55.320014,Very Low,31504.0,53357.0
16068.34838,70140,199,25,15,0,7,955.2,Very Low,29057.0,70140.0
7360.873696,52380,186,27,76,2,1,892.8,Very Low,22050.0,52380.0
2700.985899,79292,67,18,58,0,1,55.394702,Very Low,25632.0,79292.0
3095.705571,0,92,31,24,1,1,774.892461,Very Low,40097.0,40097.0
4383.751482,0,123,14,97,0,1,1480.336748,Very Low,50071.0,50071.0
9928.874825,75425,123,3,49,0,6,823.798803,Very Low,37308.0,75425.0
2399.17815,20992,64,21,73,0,1,307.2,Very Low,27228.0,20992.0
3402.777293,57428,85,34,40,1,1,414.649796,Very Low,32114.0,57428.0
8711.302422,92606,109,26,75,0,3,287.437831,Very Low,35124.0,92606.0
4358.762008,86001,109,4,27,1,1,523.2,Very Low,24967.0,86001.0
2551.226692,79751,63,15,67,0,1,392.235698,Very Low,29926.0,79751.0
5642.747998,68654,71,32,21,2,9,208.048487,Very Low,40169.0,68654.0
4151.667368,0,61,7,71,3,9,208.892861,Very Low,23751.0,23751.0
2842.025913,92629,72,22,1,3,1,60.845685,Very Low,35406.0,92629.0
8791.444942,54094,112,9,51,0,4,502.994931,Very Low,41185.0,54094.0
8268.272933,95419,70,6,61,3,2,336.0,Very Low,28327.0,95419.0
8581.637267,66466,71,20,35,0,2,293.016168,Very Low,29486.0,66466.0
5244.40475,68131,130,22,27,0,1,226.607648,Very Low,10710.0,68131.0
8509.019846,56481,106,7,17,0,3,273.250112,Very Low,25632.0,56481.0
4743.615503,70082,119,17,23,0,1,571.2,Very Low,53295.0,70082.0
22754.66137,51437,115,35,30,0,2,244.086665,Low,24744.0,51437.0
5335.015944,0,73,6,97,0,9,525.6,Very Low,61108.0,61108.0
6966.319103,27972,90,13,7,0,8,240.318607,Very Low,64604.0,27972.0
21205.37785,24930,76,7,16,0,2,364.8,Low,11489.0,24930.0
4271.200049,26245,110,6,43,0,1,44.284642,Very Low,19614.0,26245.0
5580.818466,57883,69,4,0,0,9,431.847824,Very Low,22590.0,57883.0
2224.089639,0,64,20,4,0,1,483.25721,Very Low,12902.0,12902.0
2709.539796,58828,68,13,98,0,1,446.751243,Very Low,13199.0,58828.0
2890.338106,51906,73,29,78,0,1,374.864662,Very Low,20263.0,51906.0
6403.577368,28095,82,18,2,0,8,393.6,Very Low,46143.0,28095.0
5981.381645,88723,74,12,94,0,8,355.2,Very Low,62900.0,88723.0
6225.022266,53078,79,29,81,2,8,200.97608,Very Low,23904.0,53078.0
8496.358981,88895,106,0,87,0,8,209.863509,Very Low,46897.0,88895.0
10213.99111,60078,127,23,60,0,3,140.819942,Very Low,19019.0,60078.0
4547.162694,0,67,26,4,0,3,321.6,Very Low,35482.0,35482.0
5741.696078,45820,71,4,89,0,8,249.742856,Very Low,14030.0,45820.0
2388.353882,0,73,12,84,0,1,677.970934,Very Low,50909.0,50909.0
12624.96121,12439,115,22,78,0,2,552.0,Very Low,28909.0,12439.0
8382.478392,25998,71,16,38,0,2,791.878042,Very Low,26116.0,25998.0
4964.666365,98451,62,19,57,0,3,316.546868,Very Low,24732.0,98451.0
2871.437451,23803,72,11,90,0,1,410.548521,Very Low,40864.0,23803.0
13080.78528,0,124,12,58,0,2,595.2,Very Low,22241.0,22241.0
2482.411991,26100,67,6,29,0,1,482.4,Very Low,61108.0,26100.0
2726.834065,0,73,8,63,0,1,376.923839,Very Low,34236.0,34236.0
4776.186527,0,67,10,38,0,9,315.215329,Very Low,37043.0,37043.0
6091.89923,65252,78,27,75,0,9,482.48791,Very Low,20075.0,65252.0
5015.009472,48567,130,12,15,0,1,624.0,Very Low,13908.0,48567.0
9035.671134,34337,113,20,44,0,9,542.4,Very Low,76358.0,34337.0
4381.880534,20394,115,28,84,0,1,508.614758,Very Low,13037.0,20394.0
5775.517825,0,76,20,17,0,6,784.611446,Very Low,17200.0,17200.0
4250.282624,0,61,17,1,1,7,292.8,Very Low,56598.0,56598.0
2347.048112,31617,62,17,29,1,1,244.269407,Very Low,39891.0,31617.0
6940.069184,0,62,31,30,1,2,297.6,Very Low,17120.0,17120.0
2572.506605,21104,66,34,74,0,1,118.454974,Very Low,93272.0,21104.0
41491.74481,37748,181,21,22,2,2,868.8,Moderate,40467.0,37748.0
3571.346578,0,96,19,30,0,1,438.661509,Very Low,30584.0,30584.0
12734.21253,25023,82,31,38,0,2,397.139856,Very Low,61886.0,25023.0
4529.112791,0,62,22,57,0,9,271.164139,Very Low,39135.0,39135.0
4177.876779,14108,109,27,88,0,1,523.2,Very Low,51643.0,14108.0
9824.745841,23923,82,29,61,1,2,393.6,Very Low,31475.0,23923.0
2430.801647,0,67,1,19,0,1,321.6,Very Low,29465.0,29465.0
